emp_no,first_name,last_name,birth_date,title,from_date,to_date
412404,Mitsuyuki,Jeansoulin,1/15/1965,Senior Engineer,10/28/1999,1/1/9999
412757,Leen,Peak,1/3/1965,Engineer,11/20/1999,1/1/9999
413098,Hsiangchu,Taubenfeld,1/26/1965,Staff,4/17/1993,1/1/9999
413205,Mototsugu,Prampolini,1/9/1965,Senior Staff,6/12/1988,1/1/9999
413554,Elvia,Schwartzburd,1/20/1965,Engineer,10/16/1991,8/25/1995
413666,Remco,Duclos,1/5/1965,Senior Staff,4/18/1988,1/1/9999
413729,Harjit,Ernst,1/2/1965,Technique Leader,4/26/1992,1/1/9999
413831,Mohamadou,Grabner,1/9/1965,Staff,11/25/1991,1/1/9999
413832,Marco,Jahnichen,1/24/1965,Senior Staff,3/28/1995,1/1/9999
414027,Tadanori,Msuda,1/31/1965,Engineer,11/6/1988,2/20/1993
414091,Wuxu,Kuhnemann,1/17/1965,Engineer,8/19/1997,1/1/9999
414461,Somnath,Bierbaum,1/22/1965,Senior Staff,12/5/1996,12/22/2000
414543,Bernd,Anick,1/3/1965,Senior Engineer,11/19/1988,1/1/9999
414551,Elliott,Copas,1/22/1965,Engineer,9/13/1994,1/1/9999
414662,Ipke,Schneeberger,1/21/1965,Senior Engineer,9/20/1985,1/1/9999
414714,Chinho,Delgrande,1/6/1965,Senior Staff,11/7/1996,1/1/9999
414808,Aris,Sambasivam,1/5/1965,Engineer,2/21/1988,5/20/1998
414814,Dayanand,Wielonsky,1/28/1965,Staff,2/28/1999,1/1/9999
414897,Juyoung,Willoner,1/17/1965,Staff,11/3/1989,1/1/9999
414922,Prasadram,Piazza,1/20/1965,Senior Engineer,6/5/1987,11/4/1997
415187,Juyoung,Peltason,1/3/1965,Assistant Engineer,9/1/1998,1/1/9999
415234,Ewing,Baak,1/28/1965,Engineer,10/5/1993,10/19/1993
415338,Shigeo,Emmart,1/22/1965,Assistant Engineer,12/24/1995,1/1/9999
415363,Conal,Shackell,1/19/1965,Staff,1/25/1986,2/23/1995
415563,Mrinalini,Bierbaum,1/21/1965,Engineer,3/12/1986,1/1/9999
416074,Alain,Lieberherr,1/8/1965,Senior Engineer,5/11/1987,1/1/9999
416383,Nectarios,Itschner,1/29/1965,Senior Engineer,3/2/1990,1/1/9999
416420,Adamantios,Heemskerk,1/22/1965,Senior Staff,8/8/1986,1/1/9999
416455,Laurentiu,Morton,1/22/1965,Engineer,12/21/1998,12/23/1999
416492,Kannan,Meriste,1/15/1965,Senior Engineer,8/12/1992,1/1/9999
416660,Nathalie,Luke,1/28/1965,Engineer,9/16/1987,1/1/9999
416720,Tokuyasu,Xiaoshan,1/14/1965,Senior Engineer,9/19/1991,1/1/9999
416877,Gio,Orsini,1/2/1965,Senior Staff,12/7/1988,1/1/9999
416892,Shooichi,Vandervoorde,1/3/1965,Engineer,8/16/1996,1/1/9999
417128,Valeska,Rosenbaum,1/26/1965,Senior Engineer,5/18/1994,1/13/1997
417435,Bouchung,Zaumen,1/3/1965,Senior Staff,1/29/1999,1/1/9999
418239,Josyula,Motley,1/3/1965,Senior Engineer,3/26/1996,1/1/9999
418247,Oscar,Oppitz,1/8/1965,Senior Staff,6/30/1995,7/27/2002
418298,Arvin,Pusterhofer,1/8/1965,Engineer,3/2/1995,1/1/9999
418309,Danel,Petereit,1/24/1965,Engineer,2/21/1985,1/1/9999
418380,Kazuhiko,Gornas,1/2/1965,Senior Engineer,5/20/1993,1/1/9999
418566,Kazuhide,Snedden,1/27/1965,Senior Engineer,6/14/1996,1/1/9999
418606,Michaela,Otillio,1/11/1965,Engineer,1/5/1994,1/1/9999
418689,Gino,Uehara,1/7/1965,Senior Staff,2/17/1988,4/9/1991
418717,Arunachalam,Magliocco,1/20/1965,Senior Staff,12/23/1987,1/1/9999
418860,Ymte,Dalton,2/1/1965,Staff,11/22/1992,1/1/9999
419099,Heon,Broomell,1/15/1965,Staff,5/6/1998,1/1/9999
419388,Nikolaos,Bamford,1/22/1965,Senior Engineer,2/25/1986,9/23/1997
419953,Ung,Orlowski,1/29/1965,Senior Staff,7/22/1991,1/1/9999
420086,Susuma,Kitsuregawa,1/27/1965,Engineer,5/28/1985,1/1/9999
420476,Mariangiola,Bolsens,1/28/1965,Staff,6/15/1985,1/1/9999
420557,Mabhin,Eastman,1/6/1965,Staff,8/2/1989,1/1/9999
420599,Hidde,Riexinger,1/2/1965,Senior Engineer,11/18/1986,8/20/1996
420681,Atilio,Rajala,1/10/1965,Technique Leader,12/1/1999,7/27/2001
420694,Frazer,Barbanera,1/19/1965,Senior Staff,11/4/1986,1/1/9999
420732,Willard,Morrin,1/6/1965,Staff,5/27/1996,1/1/9999
420759,Raimond,Solovay,1/4/1965,Staff,10/3/1997,1/1/9999
420765,Shawna,Krider,1/17/1965,Staff,3/9/1990,1/1/9999
420877,Khosrow,Erez,1/29/1965,Senior Staff,2/11/1990,1/1/9999
420921,Niranjan,Lamba,1/30/1965,Staff,11/16/1997,10/10/1998
421022,Shigeaki,Butner,1/26/1965,Senior Staff,7/13/1996,1/1/9999
421033,Garnik,Randt,1/14/1965,Staff,12/23/1989,1/1/9999
421039,Aemilian,Zedlitz,1/28/1965,Engineer,12/23/1988,7/16/1993
421074,Zhaofang,Falster,1/7/1965,Staff,6/29/1994,1/1/9999
421312,Mariangiola,Bashian,1/13/1965,Engineer,9/18/1999,1/1/9999
421384,Renny,Bednarek,1/2/1965,Staff,6/1/1987,1/1/9999
421755,Shichao,Thiria,1/3/1965,Assistant Engineer,1/11/1989,1/1/9999
422146,Kenton,Miara,1/8/1965,Engineer,5/14/1999,3/13/2002
422263,Abdulah,Remmele,1/6/1965,Staff,9/24/1992,7/21/1996
422450,Junichi,Rubsam,1/4/1965,Senior Engineer,10/30/1988,3/11/1994
422783,Jagoda,Uhrig,1/18/1965,Engineer,9/1/1995,1/1/9999
423038,Takushi,Strehl,1/20/1965,Senior Staff,10/4/1988,1/1/9999
423204,Uma,Stranks,1/8/1965,Staff,9/13/1991,1/1/9999
423208,Joydip,Krone,1/19/1965,Engineer,2/8/1995,1/1/9999
423214,Tsutomu,Tetzlaff,1/31/1965,Staff,9/24/1987,1/1/9999
423327,Constantijn,Lichtman,1/27/1965,Senior Staff,6/26/1994,1/1/9999
423350,Heping,Monarch,1/4/1965,Staff,4/15/1988,1/1/9999
423516,Wojceich,Butterworth,1/2/1965,Senior Engineer,8/29/1996,11/16/1999
423633,Mariusz,Tokunaga,1/30/1965,Senior Engineer,2/11/1985,1/1/9999
423993,Seshu,Kolvik,1/1/1965,Technique Leader,12/9/1988,1/1/9999
424569,Danco,Luff,1/14/1965,Engineer,10/30/1997,1/1/9999
424584,Kagan,Dredge,2/1/1965,Senior Engineer,2/26/1994,1/1/9999
424685,Changho,Veevers,1/10/1965,Senior Staff,3/3/1997,1/1/9999
424714,Nathan,Vendrig,1/10/1965,Engineer,8/20/1990,3/22/1997
424797,Theron,Itschner,1/19/1965,Staff,5/16/1985,1/1/9999
424805,Jacqueline,Zallocco,1/24/1965,Staff,12/17/1987,1/1/9999
424845,Salvador,Peres,1/1/1965,Staff,4/24/1995,2/5/1996
424930,Xuejun,Reeker,1/19/1965,Staff,11/18/1988,1/1/9999
424984,Vasilis,Waleschkowski,1/11/1965,Engineer,5/26/1996,1/1/9999
425437,Moni,Staudhammer,1/3/1965,Engineer,3/23/1999,1/1/9999
425535,Alagu,Vieri,1/18/1965,Senior Staff,8/23/1986,1/1/9999
425540,Paddy,Zumaque,1/3/1965,Senior Staff,11/12/1995,1/1/9999
425757,Yongdong,Jiang,1/18/1965,Senior Staff,1/31/1995,1/1/9999
425780,Paris,Range,1/15/1965,Staff,10/25/1989,1/1/9999
425830,Guther,Conia,1/30/1965,Engineer,2/13/1999,1/1/9999
425875,Jahangir,Kroft,1/19/1965,Staff,6/11/1990,1/1/9999
426153,Shahaf,Luce,1/16/1965,Senior Staff,4/6/1999,1/1/9999
426168,Kaijung,Mateescu,1/10/1965,Staff,11/18/1987,1/1/9999
426228,Supot,Badache,1/17/1965,Engineer,8/17/1996,1/1/9999
426235,Danco,Rajala,1/31/1965,Senior Staff,3/29/1991,1/1/9999
426611,Serap,Bahi,1/29/1965,Engineer,5/15/1986,5/4/1990
426644,Zejun,Broomell,1/13/1965,Senior Engineer,1/19/1995,1/1/9999
426683,Xudong,Muntz,1/3/1965,Engineer,3/8/1991,4/2/1996
426706,Karsten,Kawashima,1/7/1965,Senior Engineer,3/15/1994,1/1/9999
426795,Huican,Lunn,1/7/1965,Staff,7/23/1986,1/1/9999
426818,Gaurav,Fendler,1/21/1965,Senior Staff,2/15/1992,1/1/9999
426819,Sandeepan,Kulisch,1/13/1965,Engineer,5/16/1997,1/1/9999
426824,Gopalakrishnan,Mawatari,1/25/1965,Staff,12/7/1997,1/1/9999
426958,Weijing,Viele,1/19/1965,Engineer,10/3/1985,1/1/9999
427313,Utpal,Kemmerer,1/31/1965,Staff,12/4/1986,1/1/9999
427320,Mamdouh,Ramamoorthy,1/13/1965,Senior Engineer,1/13/2000,1/1/9999
427332,Feiyu,Hemaspaandra,1/20/1965,Staff,6/4/1995,1/1/9999
427571,Torsten,Ranta,1/20/1965,Senior Engineer,7/3/1995,1/1/9999
427659,Mariusz,Ritcey,1/27/1965,Engineer,3/16/1987,7/1/1991
427776,Jaques,Navazio,1/25/1965,Staff,4/4/1989,1/1/9999
427805,Haldun,Compeau,1/21/1965,Senior Staff,10/15/1997,1/1/9999
427823,Jaques,Gecsei,1/18/1965,Staff,7/13/1999,1/1/9999
427852,Adil,Kieras,1/2/1965,Senior Engineer,7/20/1992,1/1/9999
428082,Ronghao,Alpin,1/9/1965,Staff,9/11/1991,1/1/9999
428160,Jamaludin,Kalorkoti,1/12/1965,Staff,7/14/1993,9/6/1998
428195,Hatsukazu,Rosca,1/11/1965,Staff,10/13/1986,8/2/1993
428219,Ghassan,Androutsos,1/21/1965,Staff,12/26/1987,1/1/9999
428235,Chenyi,Demian,1/17/1965,Senior Engineer,8/29/1991,3/18/2000
428294,Nimmagadda,Kusakari,1/13/1965,Engineer,9/29/1992,1/23/1994
428917,Theron,Billawala,1/23/1965,Assistant Engineer,2/17/1989,1/1/9999
429040,Bader,Detkin,1/22/1965,Staff,10/24/1993,7/31/1999
429087,Hugh,Senzako,1/27/1965,Technique Leader,10/15/1992,1/1/9999
429231,Kazuyasu,Schmiedel,1/9/1965,Senior Staff,9/7/1985,1/1/9999
429238,Mona,Luck,1/29/1965,Senior Staff,5/11/1989,1/1/9999
429249,Alassane,Wolniewicz,1/28/1965,Senior Engineer,11/9/1993,1/1/9999
429316,Seshu,Hiraishi,1/8/1965,Senior Staff,8/10/1994,1/1/9999
429381,Limsoon,Roohalamini,1/6/1965,Staff,11/26/1986,1/1/9999
429419,Adas,Chinen,1/13/1965,Staff,1/4/1993,5/15/2002
429481,Subhada,Emmerich,1/9/1965,Engineer,3/6/1996,1/1/9999
429520,Yongqiao,Francisci,1/6/1965,Engineer,12/1/1999,1/1/9999
429532,Bartek,Vendrig,1/25/1965,Staff,6/6/1992,1/1/9999
429553,Tadanori,Fujisawa,1/12/1965,Technique Leader,8/7/1999,7/4/2000
429569,Fumiya,Chappelet,1/3/1965,Assistant Engineer,9/3/1992,1/1/9999
429703,Ung,Honglei,1/6/1965,Staff,9/2/1986,1/1/9999
429756,Jiann,Hofmeyr,1/6/1965,Staff,2/3/1992,10/23/1997
429899,Ranan,Marsiglia,1/30/1965,Staff,8/13/1999,1/1/9999
429954,Renny,Gladwell,1/26/1965,Staff,2/27/1999,1/1/9999
430054,Erzsebet,Setiz,1/22/1965,Senior Engineer,6/10/1993,1/1/9999
430558,Xiong,Roisin,1/7/1965,Senior Engineer,3/1/1988,1/1/9999
430593,Janalee,Lanzelotte,1/19/1965,Senior Staff,12/1/1997,1/1/9999
430631,Kersti,Marsiglia,1/17/1965,Engineer,2/19/1994,1/1/9999
430891,Khalil,Gien,1/6/1965,Senior Engineer,8/6/1991,1/1/9999
430981,Amabile,Koyama,1/24/1965,Senior Staff,7/25/1985,5/14/1993
431353,Bedir,Reeken,1/22/1965,Senior Staff,2/17/1991,10/25/1998
431576,Masamitsu,Back,1/6/1965,Staff,3/25/1987,4/12/1993
431657,Visit,Thiran,1/31/1965,Senior Engineer,11/14/1986,1/1/9999
431759,Alassane,Ramsay,2/1/1965,Engineer,11/21/1987,4/12/1989
431882,Hideo,Varman,1/21/1965,Engineer,6/19/1997,1/1/9999
431887,Poorav,Ranst,1/5/1965,Senior Engineer,6/1/1996,1/1/9999
432031,Adamantios,Matzat,1/11/1965,Senior Staff,3/1/1987,1/1/9999
432034,Arfst,Uehara,1/24/1965,Senior Staff,11/15/1993,7/10/1994
432089,Irena,Gulla,1/17/1965,Senior Engineer,12/30/1989,1/11/2002
432121,Alair,Straney,1/6/1965,Senior Staff,11/15/1986,1/1/9999
432257,Kwangjo,Hiltgen,1/20/1965,Engineer,12/22/1998,1/1/9999
432261,Arve,Bergere,1/30/1965,Senior Engineer,7/28/1987,1/1/9999
432399,Nitsan,Nollmann,1/19/1965,Engineer,9/10/1990,9/29/1993
432523,Takahiro,Maquelin,1/21/1965,Engineer,7/21/1997,1/1/9999
432665,Flemming,Driscoll,1/2/1965,Senior Engineer,5/28/1994,1/1/9999
432787,Toshiko,Ibel,1/16/1965,Senior Engineer,11/23/1996,1/1/9999
432890,Nalini,Perly,1/24/1965,Senior Engineer,3/7/1999,1/15/2001
432956,Qunsheng,Birrer,1/25/1965,Staff,5/13/1986,1/1/9999
433059,Bojan,Montresor,1/2/1965,Staff,2/4/1995,1/1/9999
433157,Tomofumi,Serna,1/16/1965,Staff,10/23/1999,1/1/9999
433260,Make,Olivero,2/1/1965,Engineer,6/1/1991,1/1/9999
433438,Keiichiro,Miyakawa,1/6/1965,Staff,9/12/1993,1/1/9999
433465,Wonhee,Benveniste,1/12/1965,Senior Staff,12/21/1985,3/23/1987
433640,Monique,Baer,1/12/1965,Senior Staff,12/12/1987,2/13/1996
434384,Greger,Babb,1/28/1965,Senior Staff,11/6/1995,6/13/1998
434845,Takushi,Skogmar,1/11/1965,Senior Staff,6/7/1985,1/1/9999
434936,Sahrah,Rosis,1/15/1965,Senior Engineer,6/24/1994,1/1/9999
435026,Shim,Versino,1/14/1965,Senior Engineer,12/17/1996,11/20/1997
435042,Brigham,Borstler,1/10/1965,Staff,10/9/1995,1/1/9999
435060,Moie,Lieblein,1/16/1965,Staff,7/12/1996,1/1/9999
435181,Kazuhide,Fiutem,1/16/1965,Staff,5/10/1992,1/1/9999
435226,Yinghua,Panwar,1/12/1965,Senior Staff,6/11/1994,2/26/1996
435289,Feixiong,Schurmann,1/4/1965,Senior Staff,2/15/1987,1/1/9999
435305,Berthier,Pramanik,1/21/1965,Staff,1/23/1993,1/1/9999
435357,Jaques,Standera,1/29/1965,Engineer,10/2/1997,3/11/1998
435370,Conal,Basart,1/16/1965,Senior Staff,5/17/1991,1/1/9999
435588,Genta,Pepe,1/29/1965,Staff,4/12/1994,1/1/9999
435602,Dietrich,Kranzdorf,1/29/1965,Staff,10/4/1992,1/1/9999
435664,Sham,Chiodo,1/2/1965,Senior Engineer,7/28/1997,6/16/2000
435774,Olivera,Bharadwaj,1/9/1965,Senior Staff,4/1/1992,1/1/9999
435791,Hercules,Speer,1/7/1965,Engineer,3/7/1994,1/1/9999
436558,Subir,Greibach,1/8/1965,Senior Engineer,5/24/1992,1/1/9999
436797,Ohad,Henders,1/24/1965,Staff,11/3/1990,1/1/9999
436827,Wojceich,Limongiello,1/30/1965,Senior Staff,3/10/1988,1/1/9999
436915,Feixiong,Haraldson,1/13/1965,Staff,10/11/1998,1/1/9999
437276,Dines,DeMori,1/17/1965,Staff,12/7/1987,1/1/9999
437369,Kazuhide,Biran,2/1/1965,Senior Staff,1/25/1995,1/1/9999
437395,Sumant,Thambidurai,1/21/1965,Senior Staff,1/2/1994,8/24/1996
437724,Erez,Luft,1/17/1965,Staff,12/14/1994,1/1/9999
437870,Kerhong,Lorho,1/7/1965,Staff,3/17/2001,1/1/9999
438038,Lena,Giaccio,1/1/1965,Senior Staff,10/3/2001,1/1/9999
438158,Shaw,Varman,1/19/1965,Senior Engineer,12/16/1994,5/13/1999
438264,Rasikan,Barreiro,1/19/1965,Senior Staff,9/27/1991,1/1/9999
438557,Lidong,Swist,1/30/1965,Engineer,9/16/1999,1/1/9999
438723,Charlene,Verspoor,1/12/1965,Engineer,3/16/1992,11/13/2001
439377,Mari,Plessier,1/28/1965,Senior Engineer,7/4/1997,1/1/9999
439905,Kousuke,Levasseur,1/3/1965,Staff,3/16/1990,1/1/9999
439924,Gunilla,Kisuki,1/30/1965,Staff,8/14/1994,1/1/9999
440325,Douadi,Sullins,1/10/1965,Senior Staff,9/25/1999,1/1/9999
440435,Sandeepan,Rosti,1/3/1965,Senior Engineer,11/26/1991,1/1/9999
440450,Tzvetan,Scharstein,1/16/1965,Staff,6/16/1994,1/1/9999
440642,Snehasis,Kalsbeek,1/14/1965,Staff,1/6/1988,1/1/9999
440870,Filipp,Hasham,1/1/1965,Staff,10/14/1996,1/1/9999
440937,Fabrizio,Usery,1/18/1965,Senior Staff,10/13/1992,1/1/9999
440997,Manton,Schapiro,1/1/1965,Senior Staff,3/26/1991,1/31/2001
441197,Miquel,Legleitner,1/18/1965,Staff,6/28/1985,1/1/9999
441536,Chinho,Collette,1/10/1965,Senior Engineer,10/9/1995,1/1/9999
441651,Aimee,Billawala,1/7/1965,Engineer,2/20/1989,8/24/1995
441954,Leszek,Marchegay,1/3/1965,Engineer,6/13/1999,1/1/9999
441965,Claudi,Heijenga,1/12/1965,Staff,8/30/1988,1/1/9999
442002,Ravishankar,Baig,1/3/1965,Staff,3/17/1992,1/1/9999
442096,Martijn,DiGiano,1/15/1965,Senior Engineer,6/15/1990,1/1/9999
442312,Zengping,Cusworth,1/5/1965,Engineer,6/7/1991,1/1/9999
442490,Navid,Luke,1/8/1965,Engineer,10/17/1994,1/1/9999
442653,Mona,Hebden,1/4/1965,Engineer,10/20/1995,1/1/9999
442700,Siddarth,Masada,1/6/1965,Staff,8/11/1997,1/1/9999
442704,Terresa,Milicia,1/7/1965,Engineer,7/26/1995,11/21/1997
442898,Aksel,Gire,1/7/1965,Engineer,6/27/1999,1/1/9999
443108,Christfried,Atrawala,1/14/1965,Senior Staff,11/29/1998,1/1/9999
443339,Shir,Krone,1/4/1965,Staff,10/2/1996,9/7/1998
443485,Marke,Klerer,1/23/1965,Senior Staff,4/14/1990,1/1/9999
443632,Bernd,Conia,1/10/1965,Staff,11/25/1999,4/25/2002
443841,Shaw,Kading,1/8/1965,Senior Staff,7/16/1992,1/1/9999
443873,Vatsa,Ramsay,1/20/1965,Senior Staff,2/4/1994,6/16/2000
444070,Heping,Skrikant,1/15/1965,Staff,11/27/1990,1/1/9999
444099,Kousuke,Worfolk,1/28/1965,Senior Staff,3/22/1988,1/1/9999
444208,Irena,Cesareni,1/27/1965,Senior Staff,10/30/1985,1/1/9999
444228,Xinglin,Busillo,1/23/1965,Senior Engineer,10/8/1998,6/11/1999
444465,Prasadram,Bultermann,1/13/1965,Senior Engineer,10/25/1998,1/1/9999
444487,Udi,Rullman,1/3/1965,Senior Engineer,4/9/1994,1/1/9999
444643,Berna,Schonegge,1/18/1965,Staff,6/28/1998,1/1/9999
445067,Eldridge,Kawashima,1/28/1965,Engineer,2/27/1990,1/1/9999
445152,Heping,Peac,1/9/1965,Staff,3/20/1985,1/1/9999
445201,Randi,Alblas,1/22/1965,Staff,5/2/1992,1/27/2000
445226,Oscar,Baumann,1/1/1965,Engineer,1/22/1987,1/1/9999
445456,Apostol,Gruenwald,1/12/1965,Engineer,8/4/1998,3/18/2000
445514,Tuval,Albarhamtoshy,1/5/1965,Technique Leader,9/24/1990,10/28/1999
445570,Van,Nations,1/25/1965,Technique Leader,8/11/1986,1/1/9999
445723,Gaurav,Roison,1/31/1965,Staff,7/12/1991,1/1/9999
445941,Masako,Dechter,1/11/1965,Technique Leader,9/25/1985,1/1/9999
445950,Ebru,Valtorta,1/23/1965,Engineer,12/9/1992,1/1/9999
446121,Fay,Cochrane,1/11/1965,Staff,12/13/1999,1/1/9999
446306,Hercules,Kabayashi,1/22/1965,Senior Engineer,6/10/1991,1/1/9999
446424,DAIDA,Nooteboom,1/16/1965,Senior Engineer,11/24/1985,1/1/9999
446785,Yuping,Papastamatiou,1/30/1965,Engineer,8/30/1988,1/16/1992
446897,Takahiro,Dalton,1/22/1965,Technique Leader,9/30/1992,1/1/9999
446959,Aram,Passino,1/29/1965,Senior Engineer,1/28/1995,1/1/9999
447018,Dannz,Miara,1/17/1965,Senior Engineer,12/4/1992,1/1/9999
447135,Gennady,Rouquie,1/31/1965,Senior Staff,8/24/1989,1/1/9999
447191,Dmitri,Rousseau,1/17/1965,Engineer,6/19/1995,5/26/1997
447232,Aleksander,Schaaf,1/22/1965,Staff,1/10/2000,1/1/9999
447290,Maria,Miculan,1/8/1965,Engineer,4/12/1993,5/8/1998
447376,Kirk,Zongker,1/7/1965,Staff,12/10/1999,1/1/9999
447544,Stabislas,Kakkad,1/22/1965,Senior Staff,2/19/1989,1/1/9999
447599,Heeju,Kemmerer,1/17/1965,Technique Leader,12/26/1991,2/15/1996
447613,Paris,Restivo,1/15/1965,Engineer,11/21/1986,1/1/9999
447877,Make,Heuser,1/13/1965,Senior Engineer,7/2/1988,1/1/9999
447931,Martijn,Jeong,1/11/1965,Senior Staff,12/14/1990,1/1/9999
447966,Kamakshi,Hebert,1/5/1965,Senior Engineer,1/17/1997,1/1/9999
447982,Shiv,Baezner,1/25/1965,Engineer,12/17/1990,1/1/9999
447999,Shiv,Vilarrasa,1/5/1965,Engineer,8/1/1990,1/1/9999
448165,Anyuan,Schwaller,1/7/1965,Staff,8/31/1993,5/6/2001
448769,Mong,Dichev,1/18/1965,Technique Leader,10/11/1997,1/1/9999
448900,Mart,Talmor,1/16/1965,Staff,5/11/1999,1/1/9999
448918,Chiradeep,Arlazarov,1/23/1965,Senior Engineer,10/6/1989,1/1/9999
448994,Haldun,Syang,1/12/1965,Staff,2/11/1997,1/1/9999
449189,Jahangir,Bernatsky,1/30/1965,Senior Staff,9/30/1995,1/1/9999
449815,Fumitaka,Quittner,1/27/1965,Staff,4/20/1988,1/1/9999
449966,Mabry,Knightly,1/31/1965,Staff,1/4/1994,3/6/2001
449984,Hinrich,Perin,2/1/1965,Senior Engineer,11/20/1985,1/1/9999
450184,Selwyn,Henseler,1/11/1965,Senior Engineer,3/9/1993,1/1/9999
450255,Udo,Waymire,1/31/1965,Technique Leader,6/14/1986,1/1/9999
450309,Gill,Orlowska,1/8/1965,Technique Leader,12/25/1986,1/1/9999
450371,Eldridge,Pargaonkar,1/21/1965,Engineer,8/3/1992,9/4/1999
450421,Selwyn,Munoz,1/25/1965,Engineer,7/5/1989,10/7/1992
450475,Saeed,Bahl,1/21/1965,Senior Staff,1/29/1991,1/1/9999
450510,Boalin,Tramer,1/25/1965,Staff,4/13/1992,2/24/1993
450817,DAIDA,Frolund,1/10/1965,Senior Engineer,7/17/1987,1/1/9999
450888,Sedat,Rande,1/3/1965,Senior Staff,3/25/1995,1/1/9999
450934,Chanjung,Raoux,1/23/1965,Engineer,5/25/1992,1/1/9999
450936,Yuriy,Ponthieu,1/18/1965,Staff,12/11/1991,1/1/9999
451253,Jaihie,Ozeri,1/15/1965,Staff,6/21/1991,1/1/9999
451272,Jacopo,Krohm,1/2/1965,Engineer,4/24/1991,1/1/9999
451275,Bedrich,Isard,1/25/1965,Senior Staff,6/7/1986,1/1/9999
451333,Radhika,Bonifati,1/15/1965,Senior Staff,3/11/1995,1/1/9999
452137,Subir,Miake,1/15/1965,Senior Engineer,1/9/1999,1/1/9999
452196,Bartek,Snyers,1/17/1965,Staff,1/14/1987,5/2/2001
452206,Arra,Esposito,1/22/1965,Staff,11/3/1994,1/1/9999
452325,Taiji,Berstel,1/14/1965,Senior Engineer,12/2/1996,1/1/9999
452347,Shigeichiro,Brattka,1/7/1965,Staff,7/13/1996,1/1/9999
452365,Fei,Gadepally,1/5/1965,Engineer,11/13/1988,1/1/9999
452956,Gou,Thombley,1/17/1965,Senior Engineer,4/9/1987,11/7/1990
452957,Alair,Nanard,1/3/1965,Staff,2/10/1996,1/1/9999
452970,Mari,Fargier,1/6/1965,Senior Engineer,8/18/1992,12/11/1995
452982,Lobel,Aloia,1/29/1965,Senior Staff,12/29/1994,1/1/9999
453070,Aran,Rosenbaum,1/6/1965,Senior Staff,4/25/1991,1/1/9999
453154,Gao,Lally,1/3/1965,Staff,3/1/1996,1/1/9999
453644,Berni,Takkinen,1/7/1965,Staff,6/8/1992,1/1/9999
453688,Chinya,Leslie,1/24/1965,Engineer,10/28/1995,1/1/9999
453723,Arne,Kohling,1/15/1965,Engineer,12/13/1985,1/1/9999
453760,Ewing,Rajala,1/13/1965,Senior Staff,6/21/1996,1/1/9999
453790,Fai,Keirsey,1/11/1965,Senior Engineer,10/12/1994,1/1/9999
453913,Stein,Perng,1/23/1965,Senior Staff,4/29/1993,1/1/9999
453996,Sugwoo,Weiland,1/24/1965,Senior Engineer,4/23/1997,1/18/1999
454338,Mohammed,Georg,1/24/1965,Engineer,8/3/1998,1/1/9999
454378,Gina,Ossenbruggen,1/6/1965,Technique Leader,1/3/1998,1/1/9999
454736,Nechama,Ermel,1/24/1965,Engineer,6/5/1995,1/1/9999
454791,Xiaoqiu,Pietracaprina,1/22/1965,Senior Engineer,7/9/1994,1/1/9999
454825,Kamakshi,Schusler,1/2/1965,Engineer,5/25/1995,1/1/9999
454994,Mohan,Picht,1/1/1965,Engineer,2/24/1991,1/1/9999
455113,Manohar,Rothenberg,1/15/1965,Staff,4/22/1999,6/16/2002
455175,Soenke,Zaumen,1/14/1965,Staff,2/22/1992,1/1/9999
455243,Khoa,Bahk,1/13/1965,Senior Engineer,6/10/1991,2/7/1998
455284,Luisa,Baig,1/9/1965,Senior Engineer,7/12/1996,1/1/9999
455296,Mang,Sundgren,1/1/1965,Engineer,11/27/1995,7/13/1999
455364,Ranga,Plesums,1/29/1965,Senior Staff,1/28/1990,5/13/1997
455415,Weiye,Krohm,1/10/1965,Staff,10/29/1990,2/10/2000
455726,Qiwen,Kriebel,1/8/1965,Senior Staff,12/13/1987,1/1/9999
455814,Giao,DuCasse,1/28/1965,Senior Engineer,7/19/1991,1/1/9999
455914,Peer,Angelopoulos,1/1/1965,Engineer,7/23/1989,1/1/9999
456767,Tetsurou,Schreiter,1/24/1965,Staff,7/17/1987,1/1/9999
456824,Aloke,Neiman,1/13/1965,Technique Leader,7/10/1985,7/23/1996
456982,Shounak,Dratva,1/7/1965,Senior Engineer,1/5/1989,1/1/9999
457070,Gay,Plavsic,1/25/1965,Staff,8/6/1987,1/1/9999
457146,Jinpo,Heyers,1/20/1965,Staff,1/7/1999,1/1/9999
457305,Sorina,Lakshmanan,1/15/1965,Staff,9/3/1994,1/1/9999
457337,Xumin,Beidas,1/31/1965,Technique Leader,4/27/1995,1/1/9999
457411,Xudong,Peck,1/13/1965,Senior Engineer,4/18/1988,1/1/9999
457489,Berna,Ranst,1/24/1965,Engineer,5/14/1985,1/1/9999
457611,Indrajit,Krogh,1/9/1965,Engineer,9/18/1998,1/1/9999
457653,Yakichi,Naumovich,1/21/1965,Technique Leader,6/12/1988,7/3/1988
457776,Florian,Siepmann,1/15/1965,Senior Engineer,12/21/1987,1/1/9999
457813,Foong,Gargeya,1/28/1965,Engineer,1/24/1992,1/1/9999
457832,Jackson,Zielinski,2/1/1965,Senior Engineer,9/12/1997,1/1/9999
457938,Arch,Picco,1/14/1965,Staff,6/7/1993,10/22/1997
